Year,Team,Winning Percentage,Playoff outcome,previous_winning_percentage,average_future_winning_percentage_2,average_future_winning_percentage_3,average_future_winning_percentage_4,average_future_winning_percentage_5,average_future_winning_percentage_6,average_future_winning_percentage_8,average_future_winning_percentage_10,average_future_winning_percentage_12,average_future_playoff_success_2,average_future_playoff_success_3,average_future_playoff_success_4,average_future_playoff_success_5,average_future_playoff_success_6,average_future_playoff_success_8,average_future_playoff_success_10,average_future_playoff_success_12
2011,MEM/VAN,0.621,1,0.561,0.652,0.638,0.64625,0.6194,0.6035,0.536375,0.5285,0.5491666666666667,2.0,1.6666666666666667,1.75,1.6,1.5,1.125,1.0,1.0833333333333333
2012,MEM/VAN,0.683,3,0.621,0.6465000000000001,0.6546666666666666,0.619,0.6,0.5446666666666667,0.517,0.5347000000000001,0.5426363636363637,2.0,2.0,1.75,1.6,1.3333333333333333,1.0,1.1,1.0909090909090908
2013,MEM/VAN,0.61,1,0.683,0.6405000000000001,0.5976666666666667,0.57925,0.517,0.49783333333333335,0.497625,0.5286000000000001,0.5286000000000001,1.5,1.3333333333333333,1.25,1.0,0.8333333333333334,0.75,0.9,0.9
2014,MEM/VAN,0.671,2,0.61,0.5915,0.5690000000000001,0.49375,0.47539999999999993,0.47383333333333333,0.50675,0.5195555555555555,0.5195555555555555,1.5,1.3333333333333333,1.0,0.8,0.6666666666666666,0.875,0.8888888888888888,0.8888888888888888
2015,MEM/VAN,0.512,1,0.671,0.518,0.4346666666666667,0.4265,0.43439999999999995,0.45,0.500625,0.500625,0.500625,1.0,0.6666666666666666,0.5,0.4,0.5,0.75,0.75,0.75
2016,MEM/VAN,0.524,1,0.512,0.396,0.3980000000000001,0.41500000000000004,0.43759999999999993,0.4785000000000001,0.49900000000000005,0.49900000000000005,0.49900000000000005,0.5,0.3333333333333333,0.25,0.4,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143
2017,MEM/VAN,0.268,0,0.524,0.335,0.3786666666666667,0.416,0.4694000000000001,0.4948333333333334,0.4948333333333334,0.4948333333333334,0.4948333333333334,0.0,0.0,0.25,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2018,MEM/VAN,0.402,0,0.268,0.43400000000000005,0.4653333333333334,0.51975,0.5402,0.5402,0.5402,0.5402,0.5402,0.0,0.3333333333333333,0.75,0.8,0.8,0.8,0.8,0.8
2019,MEM/VAN,0.466,0,0.402,0.497,0.559,0.57475,0.57475,0.57475,0.57475,0.57475,0.57475,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020,MEM/VAN,0.528,1,0.466,0.6055,0.6110000000000001,0.6110000000000001,0.6110000000000001,0.6110000000000001,0.6110000000000001,0.6110000000000001,0.6110000000000001,1.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333
2021,MEM/VAN,0.683,2,0.528,0.6525000000000001,0.6525000000000001,0.6525000000000001,0.6525000000000001,0.6525000000000001,0.6525000000000001,0.6525000000000001,0.6525000000000001,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2022,MEM/VAN,0.622,1,0.683,0.622,0.622,0.622,0.622,0.622,0.622,0.622,0.622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,MIA,0.183,0,,0.20150000000000007,0.232,0.28975,0.3196,0.35166666666666674,0.3765,0.44270000000000004,0.47675,0.0,0.0,0.25,0.2,0.3333333333333333,0.375,0.7,0.8333333333333334
1989,MIA,0.22,0,0.183,0.25650000000000006,0.32533333333333336,0.35374999999999995,0.38539999999999996,0.3861666666666667,0.446625,0.49040000000000006,0.5123333333333334,0.0,0.3333333333333333,0.25,0.4,0.3333333333333333,0.75,0.8,0.9166666666666666
1990,MIA,0.293,0,0.22,0.37800000000000006,0.3983333333333334,0.42675,0.4194,0.43483333333333335,0.503,0.5317999999999999,0.5305833333333333,0.5,0.3333333333333333,0.5,0.4,0.5,0.875,1.0,0.9166666666666666
1991,MIA,0.463,1,0.293,0.45100000000000007,0.4713333333333334,0.451,0.46319999999999995,0.51,0.548875,0.5635,0.5315833333333333,0.5,0.6666666666666666,0.5,0.6,1.0,1.0,1.1,0.9166666666666666
1992,MIA,0.439,0,0.463,0.47550000000000003,0.44700000000000006,0.46325,0.5194,0.5446666666666666,0.57025,0.5611,0.5356666666666667,0.5,0.3333333333333333,0.5,1.0,1.0,1.125,1.0,1.0
1993,MIA,0.512,1,0.439,0.45100000000000007,0.4713333333333334,0.5395,0.5658000000000001,0.5815,0.591625,0.5477000000000001,0.5590833333333334,0.5,0.6666666666666666,1.25,1.2,1.1666666666666667,1.25,1.0,1.25
1994,MIA,0.39,0,0.512,0.45100000000000007,0.5486666666666667,0.57925,0.5953999999999999,0.6018333333333333,0.5825,0.5477000000000001,0.56925,0.5,1.3333333333333333,1.25,1.2,1.3333333333333333,1.125,1.1,1.5833333333333333
1995,MIA,0.512,1,0.39,0.6280000000000001,0.6423333333333333,0.64675,0.6442,0.6385000000000001,0.571875,0.5807,0.5815,2.0,1.6666666666666667,1.5,1.6,1.5,1.125,1.4,1.6666666666666667
1996,MIA,0.744,3,0.512,0.7075,0.6916666666666668,0.67725,0.6638,0.6263333333333333,0.571875,0.5929,0.5540833333333334,2.0,1.6666666666666667,1.75,1.6,1.3333333333333333,1.25,1.8,1.5833333333333333
1997,MIA,0.671,1,0.744,0.6655000000000001,0.655,0.64375,0.6028,0.5531666666666667,0.568875,0.5722,0.5357500000000001,1.0,1.3333333333333333,1.25,1.0,0.8333333333333334,1.25,1.6,1.4166666666666667
1998,MIA,0.66,1,0.671,0.647,0.6346666666666667,0.58575,0.5296,0.5266666666666667,0.56425,0.5234,0.5275833333333333,1.5,1.3333333333333333,1.0,0.8,1.0,1.75,1.5,1.4166666666666667
1999,MIA,0.634,2,0.66,0.622,0.561,0.497,0.5,0.5366666666666667,0.548875,0.5098,0.5315,1.5,1.0,0.75,1.0,1.3333333333333333,1.75,1.5,1.6666666666666667
2000,MIA,0.61,1,0.634,0.5245,0.45133333333333336,0.46649999999999997,0.5172000000000001,0.5366666666666666,0.49250000000000005,0.5037,0.53675,0.5,0.3333333333333333,0.75,1.2,1.8333333333333333,1.5,1.4,1.9166666666666667
2001,MIA,0.439,0,0.61,0.372,0.41866666666666674,0.494,0.522,0.5245,0.48175,0.5134000000000001,0.553,0.0,0.6666666666666666,1.25,2.0,1.8333333333333333,1.5,1.7,2.25
2002,MIA,0.305,0,0.439,0.4085,0.5123333333333334,0.54275,0.5416,0.48183333333333334,0.4985,0.5391999999999999,0.5713333333333334,1.0,1.6666666666666667,2.5,2.2,1.8333333333333333,1.625,2.2,2.5833333333333335
2003,MIA,0.512,2,0.305,0.616,0.622,0.60075,0.5172000000000001,0.5183333333333334,0.54875,0.5892000000000001,0.5835,2.5,3.3333333333333335,2.75,2.2,2.0,2.125,2.7,2.5833333333333335
2004,MIA,0.72,3,0.512,0.677,0.6303333333333333,0.5185000000000001,0.5196000000000001,0.5285000000000001,0.571875,0.6039,0.5895833333333332,4.0,3.0,2.25,2.0,1.8333333333333333,2.5,2.9,2.5833333333333335
2005,MIA,0.634,5,0.72,0.5854999999999999,0.45133333333333336,0.46950000000000003,0.4902,0.5263333333333333,0.5825,0.577,0.5712499999999999,3.0,2.0,1.75,1.6,2.0,2.75,2.6,2.3333333333333335
2006,MIA,0.537,1,0.634,0.36,0.41466666666666674,0.45425,0.5048,0.5368333333333334,0.5856250000000001,0.5721,0.5631666666666667,0.5,0.6666666666666666,0.75,1.4,2.0,2.625,2.3,2.0
2007,MIA,0.183,0,0.537,0.35350000000000004,0.4266666666666667,0.49674999999999997,0.5368,0.5815,0.5748749999999999,0.5683999999999999,0.5580833333333333,0.5,0.6666666666666666,1.5,2.2,2.6666666666666665,2.5,2.2,1.9166666666666667
2008,MIA,0.524,1,0.183,0.5485,0.6013333333333333,0.62525,0.6612,0.6608333333333333,0.6251249999999999,0.6037999999999999,0.5930833333333333,1.0,2.0,2.75,3.2,3.3333333333333335,2.75,2.3,2.25
2009,MIA,0.573,1,0.524,0.6399999999999999,0.6589999999999999,0.6954999999999999,0.6881999999999999,0.6486666666666666,0.6221249999999999,0.599,0.59575,2.5,3.3333333333333335,3.75,3.8,3.1666666666666665,2.625,2.2,2.25
2010,MIA,0.707,4,0.573,0.702,0.7363333333333334,0.717,0.6638,0.6506666666666666,0.6176250000000001,0.6020000000000001,0.6018333333333333,4.5,4.666666666666667,4.5,3.6,3.3333333333333335,2.625,2.5,2.4166666666666665
2011,MIA,0.697,5,0.707,0.751,0.7203333333333334,0.653,0.6394,0.6161666666666666,0.5887499999999999,0.5869,0.5876666666666667,5.0,4.666666666666667,3.5,3.2,2.6666666666666665,2.125,2.2,2.4166666666666665
2012,MIA,0.805,5,0.697,0.732,0.6383333333333333,0.625,0.6,0.5895,0.5770000000000001,0.5818000000000001,0.5777272727272728,4.5,3.0,2.75,2.2,2.0,2.0,2.0,2.1818181818181817
2013,MIA,0.659,4,0.805,0.555,0.5650000000000001,0.5487500000000001,0.5464,0.5346666666666667,0.545875,0.5549999999999999,0.5549999999999999,2.0,2.0,1.5,1.4,1.1666666666666667,1.5,1.9,1.9
2014,MIA,0.451,0,0.659,0.518,0.512,0.51825,0.5098,0.5253333333333333,0.54425,0.5434444444444444,0.5434444444444444,1.0,0.6666666666666666,0.75,0.6,1.1666666666666667,1.375,1.6666666666666667,1.6666666666666667
2015,MIA,0.585,2,0.451,0.5425,0.5406666666666666,0.5245,0.5401999999999999,0.5428333333333333,0.555,0.555,0.555,1.0,1.0,0.75,1.4,1.3333333333333333,1.875,1.875,1.875
2016,MIA,0.5,0,0.585,0.5185,0.5043333333333333,0.529,0.5344,0.553,0.5507142857142857,0.5507142857142857,0.5507142857142857,0.5,0.3333333333333333,1.25,1.2,1.5,1.8571428571428572,1.8571428571428572,1.8571428571428572
2017,MIA,0.537,1,0.5,0.5065,0.5386666666666667,0.543,0.5636,0.5591666666666667,0.5591666666666667,0.5591666666666667,0.5591666666666667,0.5,1.6666666666666667,1.5,1.8,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665
2018,MIA,0.476,0,0.537,0.5395,0.545,0.57025,0.5636,0.5636,0.5636,0.5636,0.5636,2.0,1.6666666666666667,2.0,2.4,2.4,2.4,2.4,2.4
2019,MIA,0.603,4,0.476,0.5795,0.6016666666666667,0.5855,0.5855,0.5855,0.5855,0.5855,0.5855,2.5,2.6666666666666665,3.0,3.0,3.0,3.0,3.0,3.0
2020,MIA,0.556,1,0.603,0.601,0.5796666666666667,0.5796666666666667,0.5796666666666667,0.5796666666666667,0.5796666666666667,0.5796666666666667,0.5796666666666667,2.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
2021,MIA,0.646,3,0.556,0.5915,0.5915,0.5915,0.5915,0.5915,0.5915,0.5915,0.5915,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
2022,MIA,0.537,4,0.646,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1984,MIL,0.72,2,,0.7075,0.6749999999999999,0.63425,0.627,0.612,0.579375,0.522,0.49500000000000005,2.5,2.3333333333333335,2.0,2.0,1.8333333333333333,1.5,1.2,1.0
1985,MIL,0.695,3,0.72,0.6525000000000001,0.6056666666666666,0.60375,0.5904,0.5895,0.532,0.4915,0.46849999999999997,2.5,2.0,2.0,1.8,1.6666666666666667,1.25,1.0,0.8333333333333334
1986,MIL,0.61,2,0.695,0.561,0.5733333333333334,0.5642499999999999,0.5684,0.5366666666666666,0.47562499999999996,0.4525,0.4471666666666667,1.5,1.6666666666666667,1.5,1.4,1.1666666666666667,0.875,0.7,0.5833333333333334
1987,MIL,0.512,1,0.61,0.555,0.5489999999999999,0.5579999999999999,0.522,0.49183333333333334,0.45125,0.43170000000000003,0.443,1.5,1.3333333333333333,1.25,1.0,0.8333333333333334,0.625,0.5,0.5
1988,MIL,0.598,2,0.512,0.5675000000000001,0.5733333333333333,0.5245,0.4878,0.44716666666666666,0.425375,0.4244,0.44300000000000006,1.5,1.3333333333333333,1.0,0.8,0.6666666666666666,0.5,0.4,0.5
1989,MIL,0.537,1,0.598,0.561,0.5,0.46025,0.417,0.4166666666666667,0.400875,0.4206,0.446,1.0,0.6666666666666666,0.5,0.4,0.3333333333333333,0.25,0.3,0.5833333333333334
1990,MIL,0.585,1,0.537,0.48150000000000004,0.4346666666666667,0.387,0.3926,0.37799999999999995,0.388625,0.4181,0.4429166666666666,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.125,0.3,0.5
1991,MIL,0.378,0,0.585,0.35950000000000004,0.321,0.34450000000000003,0.33659999999999995,0.3475,0.3855,0.42299999999999993,0.43683333333333335,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.5
1992,MIL,0.341,0,0.378,0.2925,0.3333333333333333,0.32625,0.34140000000000004,0.35766666666666663,0.40225,0.43520000000000003,0.44700000000000006,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5833333333333334
1993,MIL,0.244,0,0.341,0.3295,0.3213333333333333,0.3415,0.36100000000000004,0.3941666666666667,0.438875,0.45230000000000004,0.44908333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.625,0.6,0.5833333333333334
1994,MIL,0.415,0,0.244,0.36,0.37399999999999994,0.39025,0.4242,0.43883333333333335,0.47087500000000004,0.4779,0.46941666666666665,0.0,0.0,0.0,0.2,0.3333333333333333,0.625,0.7,0.6666666666666666
1995,MIL,0.305,0,0.415,0.35350000000000004,0.38199999999999995,0.42650000000000005,0.4436,0.4753333333333334,0.48300000000000004,0.47300000000000003,0.46324999999999994,0.0,0.0,0.25,0.4,0.8333333333333334,0.75,0.7,0.6666666666666666
1996,MIL,0.402,0,0.305,0.4205,0.467,0.47825000000000006,0.5094000000000001,0.5078333333333334,0.507375,0.4913,0.46425,0.0,0.3333333333333333,0.5,1.0,0.8333333333333334,0.875,0.8,0.6666666666666666
1997,MIL,0.439,0,0.402,0.49950000000000006,0.5036666666666667,0.53625,0.529,0.5261666666666667,0.502875,0.4852,0.4653333333333333,0.5,0.6666666666666666,1.25,1.0,1.0,0.875,0.8,0.6666666666666666
1998,MIL,0.56,1,0.439,0.536,0.5686666666666667,0.5515,0.5436,0.5363333333333333,0.509,0.473,0.4755,1.0,1.6666666666666667,1.25,1.2,1.1666666666666667,1.0,0.8,0.75
1999,MIL,0.512,1,0.56,0.573,0.5486666666666666,0.5395,0.5316,0.504,0.481625,0.4585,0.4644166666666667,2.0,1.3333333333333333,1.25,1.2,1.0,0.875,0.7,0.6666666666666666
2000,MIL,0.634,3,0.512,0.567,0.5486666666666666,0.5365,0.5024,0.5,0.45725000000000005,0.4633999999999999,0.46091666666666664,1.5,1.3333333333333333,1.25,1.0,1.0,0.75,0.7,0.5833333333333334
2001,MIL,0.5,0,0.634,0.506,0.504,0.46950000000000003,0.4732,0.45116666666666666,0.429875,0.44270000000000004,0.4466666666666667,0.5,0.6666666666666666,0.5,0.6,0.5,0.375,0.4,0.4166666666666667
2002,MIL,0.512,1,0.5,0.506,0.45933333333333337,0.4665,0.44139999999999996,0.4206666666666667,0.4375,0.43970000000000004,0.42025,1.0,0.6666666666666666,0.75,0.6,0.5,0.5,0.4,0.4166666666666667
2003,MIL,0.5,1,0.512,0.433,0.45133333333333336,0.42375,0.4024,0.4045,0.426875,0.43479999999999996,0.41924999999999996,0.5,0.6666666666666666,0.5,0.4,0.3333333333333333,0.375,0.4,0.4166666666666667
2004,MIL,0.366,0,0.5,0.427,0.3983333333333334,0.378,0.3854,0.4146666666666667,0.423125,0.40309999999999996,0.4110833333333333,0.5,0.3333333333333333,0.25,0.2,0.3333333333333333,0.25,0.3,0.3333333333333333
2005,MIL,0.488,1,0.366,0.4145,0.38200000000000006,0.39025,0.4244,0.42483333333333334,0.43525,0.4165,0.42324999999999996,0.5,0.3333333333333333,0.25,0.4,0.3333333333333333,0.375,0.4,0.4166666666666667
2006,MIL,0.341,0,0.488,0.329,0.35766666666666674,0.4085,0.4122,0.42183333333333334,0.397125,0.4079,0.42733333333333334,0.0,0.0,0.25,0.2,0.16666666666666666,0.25,0.3,0.4166666666666667
2007,MIL,0.317,0,0.341,0.366,0.43100000000000005,0.43,0.438,0.44216666666666665,0.417,0.425,0.4599166666666667,0.0,0.3333333333333333,0.25,0.2,0.3333333333333333,0.375,0.4,0.6666666666666666
2008,MIL,0.415,0,0.317,0.488,0.4676666666666667,0.46825,0.46719999999999995,0.4198333333333333,0.427625,0.44700000000000006,0.4974166666666667,0.5,0.3333333333333333,0.25,0.4,0.3333333333333333,0.375,0.5,0.8333333333333334
2009,MIL,0.561,1,0.415,0.494,0.48600000000000004,0.48025,0.4208,0.434,0.43975,0.4787,0.5160833333333333,0.5,0.3333333333333333,0.5,0.4,0.5,0.5,0.8,1.25
2010,MIL,0.427,0,0.561,0.4485,0.4533333333333333,0.38575000000000004,0.40859999999999996,0.4075,0.43674999999999997,0.4993,0.5211666666666667,0.0,0.3333333333333333,0.25,0.4,0.3333333333333333,0.5,0.9,1.3333333333333333
2011,MIL,0.47,0,0.427,0.4665,0.37200000000000005,0.40399999999999997,0.40359999999999996,0.4216666666666667,0.47487500000000005,0.5205,0.5445,0.5,0.3333333333333333,0.5,0.4,0.5,0.875,1.4,1.4166666666666667
2012,MIL,0.463,1,0.47,0.323,0.38199999999999995,0.387,0.41200000000000003,0.43283333333333335,0.512,0.5357000000000001,0.5512727272727272,0.5,0.6666666666666666,0.5,0.6,0.6666666666666666,1.125,1.6,1.5454545454545454
2013,MIL,0.183,0,0.463,0.3415,0.36166666666666664,0.39925,0.42679999999999996,0.4776666666666667,0.534,0.5601,0.5601,0.5,0.3333333333333333,0.5,0.6,1.0,1.625,1.6,1.6
2014,MIL,0.5,1,0.183,0.451,0.4713333333333334,0.48775,0.5366000000000001,0.5750000000000001,0.588875,0.602,0.602,0.5,0.6666666666666666,0.75,1.2,1.3333333333333333,1.875,1.7777777777777777,1.7777777777777777
2015,MIL,0.402,0,0.5,0.457,0.4836666666666667,0.5457500000000001,0.5900000000000001,0.5981666666666667,0.61475,0.61475,0.61475,0.5,0.6666666666666666,1.25,1.4,2.0,1.875,1.875,1.875
2016,MIL,0.512,1,0.402,0.5245,0.5936666666666667,0.637,0.6374,0.6348333333333334,0.6451428571428571,0.6451428571428571,0.6451428571428571,1.0,1.6666666666666667,1.75,2.4,2.3333333333333335,2.142857142857143,2.142857142857143,2.142857142857143
2017,MIL,0.537,1,0.512,0.6345000000000001,0.6786666666666666,0.66875,0.6594,0.6673333333333332,0.6673333333333332,0.6673333333333332,0.6673333333333332,2.0,2.0,2.75,2.6,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335
2018,MIL,0.732,3,0.537,0.7495,0.7126666666666667,0.6900000000000001,0.6934,0.6934,0.6934,0.6934,0.6934,2.5,3.3333333333333335,3.0,2.6,2.6,2.6,2.6,2.6
2019,MIL,0.767,2,0.732,0.7030000000000001,0.676,0.68375,0.68375,0.68375,0.68375,0.68375,0.68375,3.5,3.0,2.5,2.5,2.5,2.5,2.5,2.5
2020,MIL,0.639,5,0.767,0.6305000000000001,0.656,0.656,0.656,0.656,0.656,0.656,0.656,3.5,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
2021,MIL,0.622,2,0.639,0.6645,0.6645,0.6645,0.6645,0.6645,0.6645,0.6645,0.6645,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2022,MIL,0.707,1,0.622,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1989,MIN,0.268,0,,0.31100000000000005,0.26833333333333337,0.25925,0.2562,0.25616666666666665,0.29275,0.3391,0.38116666666666665,0.0,0.0,0.0,0.0,0.0,0.125,0.3,0.4166666666666667
1990,MIN,0.354,0,0.268,0.2685,0.25633333333333336,0.25325,0.25379999999999997,0.26433333333333336,0.327875,0.37329999999999997,0.4096666666666666,0.0,0.0,0.0,0.0,0.0,0.25,0.4,0.5
1991,MIN,0.183,0,0.354,0.20750000000000002,0.2196666666666667,0.22875,0.2464,0.2866666666666667,0.346125,0.3952,0.43199999999999994,0.0,0.0,0.0,0.0,0.16666666666666666,0.375,0.5,0.5833333333333334
1992,MIN,0.232,0,0.183,0.238,0.24400000000000008,0.26225,0.3074,0.3476666666666666,0.39949999999999997,0.43790000000000007,0.4756666666666666,0.0,0.0,0.0,0.2,0.3333333333333333,0.5,0.6,0.8333333333333334
1993,MIN,0.244,0,0.232,0.25,0.27233333333333337,0.32625,0.3708,0.39233333333333337,0.442125,0.4769,0.5010833333333333,0.0,0.0,0.25,0.4,0.5,0.625,0.7,0.8333333333333334
1994,MIN,0.256,0,0.244,0.2865,0.35366666666666674,0.4025,0.422,0.4533333333333333,0.487875,0.5232,0.51425,0.0,0.3333333333333333,0.5,0.6,0.6666666666666666,0.75,1.0,0.8333333333333334
1995,MIN,0.317,0,0.256,0.40249999999999997,0.45133333333333336,0.4635,0.4928,0.5061666666666667,0.533625,0.5513,0.5254166666666666,0.5,0.6666666666666666,0.75,0.8,0.8333333333333334,0.875,1.0,0.8333333333333334
1996,MIN,0.488,1,0.317,0.5185,0.5123333333333334,0.5367500000000001,0.5439999999999999,0.5549999999999999,0.582375,0.5598,0.5213333333333333,1.0,1.0,1.0,1.0,1.0,1.25,1.0,0.8333333333333334
1997,MIN,0.549,1,0.488,0.5245,0.553,0.558,0.5684,0.5773333333333334,0.5885,0.55,0.5050833333333333,1.0,1.0,1.0,1.0,1.0,1.125,0.9,0.75
1998,MIN,0.5,1,0.549,0.5549999999999999,0.561,0.57325,0.583,0.6036666666666667,0.570125,0.5219,0.47458333333333336,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,0.8,0.6666666666666666
1999,MIN,0.61,1,0.5,0.5914999999999999,0.5976666666666667,0.60375,0.6244,0.6098333333333333,0.5563750000000001,0.5012,0.4501666666666666,1.0,1.0,1.0,1.4,1.1666666666666667,0.875,0.7,0.5833333333333334
2000,MIN,0.573,1,0.61,0.5914999999999999,0.6016666666666667,0.628,0.6098,0.5751666666666667,0.513625,0.4585,0.43216666666666664,1.0,1.0,1.5,1.2,1.0,0.75,0.6,0.5
2001,MIN,0.61,1,0.573,0.616,0.6463333333333333,0.619,0.5756,0.5446666666666667,0.478625,0.42190000000000005,0.41591666666666666,1.0,1.6666666666666667,1.25,1.0,0.8333333333333334,0.625,0.5,0.4166666666666667
2002,MIN,0.622,1,0.61,0.6645,0.622,0.567,0.5316000000000001,0.4876666666666667,0.42525,0.4003,0.40575000000000006,2.0,1.3333333333333333,1.0,0.8,0.6666666666666666,0.5,0.4,0.3333333333333333
2003,MIN,0.707,3,0.622,0.622,0.5486666666666667,0.509,0.4608,0.43283333333333335,0.373375,0.3759,0.3701666666666667,1.5,1.0,0.75,0.6,0.5,0.375,0.3,0.25
2004,MIN,0.537,0,0.707,0.46950000000000003,0.44300000000000006,0.39925,0.378,0.3455000000000001,0.33425,0.354,0.34075000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,MIN,0.402,0,0.537,0.396,0.35333333333333333,0.33825000000000005,0.30720000000000003,0.2905,0.314375,0.31980000000000003,0.3275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,MIN,0.39,0,0.402,0.329,0.317,0.2835,0.2682,0.2891666666666667,0.325125,0.315,0.34175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
2007,MIN,0.268,0,0.39,0.28049999999999997,0.248,0.23775,0.269,0.2871666666666666,0.30074999999999996,0.31379999999999997,0.3458333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
2008,MIN,0.293,0,0.268,0.238,0.22766666666666668,0.26925,0.29100000000000004,0.32383333333333336,0.3115,0.3443,0.34825,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333
2009,MIN,0.183,0,0.293,0.195,0.2613333333333333,0.2905,0.32999999999999996,0.3075,0.322125,0.3589,0.35041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333
2010,MIN,0.207,0,0.183,0.3005,0.3263333333333333,0.36674999999999996,0.3324,0.336,0.370875,0.3703,0.3819166666666666,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.16666666666666666
2011,MIN,0.394,0,0.207,0.386,0.42,0.36375,0.3618,0.3645,0.399875,0.3815,0.4073333333333333,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.25
2012,MIN,0.378,0,0.394,0.433,0.35366666666666663,0.35374999999999995,0.3586,0.39433333333333337,0.38775000000000004,0.3982,0.40854545454545454,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,0.2,0.2727272727272727
2013,MIN,0.488,0,0.378,0.3415,0.3456666666666666,0.35375,0.3976,0.4045,0.380375,0.41159999999999997,0.41159999999999997,0.0,0.0,0.0,0.2,0.16666666666666666,0.125,0.3,0.3
2014,MIN,0.195,0,0.488,0.27449999999999997,0.309,0.375,0.38780000000000003,0.3726666666666667,0.3895,0.40311111111111114,0.40311111111111114,0.0,0.0,0.25,0.2,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333
2015,MIN,0.354,0,0.195,0.366,0.435,0.436,0.4082,0.39333333333333337,0.429125,0.429125,0.429125,0.0,0.3333333333333333,0.25,0.2,0.16666666666666666,0.375,0.375,0.375
2016,MIN,0.378,0,0.354,0.4755,0.4633333333333334,0.42174999999999996,0.40120000000000006,0.42783333333333334,0.4398571428571429,0.4398571428571429,0.4398571428571429,0.5,0.3333333333333333,0.25,0.2,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855
2017,MIN,0.573,1,0.378,0.506,0.4363333333333333,0.40700000000000003,0.4378,0.45016666666666666,0.45016666666666666,0.45016666666666666,0.45016666666666666,0.5,0.3333333333333333,0.25,0.4,0.5,0.5,0.5,0.5
2018,MIN,0.439,0,0.573,0.368,0.3516666666666666,0.404,0.42560000000000003,0.42560000000000003,0.42560000000000003,0.42560000000000003,0.42560000000000003,0.0,0.0,0.25,0.4,0.4,0.4,0.4,0.4
2019,MIN,0.297,0,0.439,0.308,0.39233333333333337,0.42225,0.42225,0.42225,0.42225,0.42225,0.42225,0.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5
2020,MIN,0.319,0,0.297,0.44000000000000006,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2021,MIN,0.561,1,0.319,0.5365,0.5365,0.5365,0.5365,0.5365,0.5365,0.5365,0.5365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022,MIN,0.512,1,0.561,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1988,NOP/CHA,0.244,0,,0.238,0.26433333333333336,0.29275,0.3416,0.36800000000000005,0.41475,0.45990000000000003,0.47641666666666665,0.0,0.0,0.0,0.4,0.3333333333333333,0.375,0.6,0.5833333333333334
1989,NOP/CHA,0.232,0,0.244,0.2745,0.309,0.36600000000000005,0.39280000000000004,0.429,0.466625,0.4875,0.5028333333333334,0.0,0.0,0.5,0.4,0.5,0.5,0.6,0.75
